lcl|NC_013198.1_prot_WP_014568874.1_17	iYO844.BSU38760	35.3	482	281	11	15	489	6	463	1.0e-74	279.6
lcl|NC_013198.1_prot_WP_014568875.1_18	iYO844.BSU38750	30.2	328	227	2	4	329	1	328	1.4e-38	159.1
lcl|NC_013198.1_prot_WP_014568879.1_23	iSB619.SA_RS09000	30.6	206	129	5	19	224	19	210	1.1e-13	75.9
lcl|NC_013198.1_prot_WP_014568886.1_31	iYO844.BSU02750	30.4	230	153	3	3	228	1	227	1.4e-29	129.0
lcl|NC_013198.1_prot_WP_014568887.1_32	iSB619.SA_RS10610	28.0	371	238	5	1	343	7	376	5.6e-33	140.6
lcl|NC_013198.1_prot_WP_014568887.1_32	iHN637.CLJU_RS01975	28.5	372	236	5	1	344	10	379	9.5e-33	139.8
lcl|NC_013198.1_prot_WP_014568889.1_34	iSB619.SA_RS13970	37.4	99	49	4	306	396	508	601	8.7e-06	50.4
lcl|NC_013198.1_prot_WP_012807323.1_36	iYO844.BSU30420	39.8	221	120	3	4	213	2	220	6.1e-41	166.4
lcl|NC_013198.1_prot_WP_012807323.1_36	iPC815.YPO1073	41.6	219	121	4	4	216	2	219	5.7e-39	159.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iSBO_1134.SBO_0188	40.2	219	124	3	4	216	2	219	2.2e-38	157.9
lcl|NC_013198.1_prot_WP_012807323.1_36	iG2583_1286.G2583_0203	40.2	219	124	3	4	216	2	219	2.8e-38	157.5
lcl|NC_013198.1_prot_WP_012807323.1_36	iSDY_1059.SDY_0218	40.2	219	124	3	4	216	2	219	2.8e-38	157.5
lcl|NC_013198.1_prot_WP_012807323.1_36	iEcE24377_1341.EcE24377A_0206	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECS88_1305.ECS88_0211	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECSP_1301.ECSP_0198	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECED1_1282.ECED1_0206	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iEcolC_1368.EcolC_3460	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iLF82_1304.LF82_1328	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECO103_1326.ECO103_0199	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECABU_c1320.ECABU_c02150	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECs_1301.ECs0201	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECIAI1_1343.ECIAI1_0201	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iEcSMS35_1347.EcSMS35_0211	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iEcHS_1320.EcHS_A0203	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECDH10B_1368.ECDH10B_0180	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iS_1188.S0192	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iB21_1397.B21_00197	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECO26_1355.ECO26_0204	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iEcDH1_1363.EcDH1_3403	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iNRG857_1313.NRG857_01020	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECNA114_1301.ECNA114_0190	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECUMN_1333.ECUMN_0197	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iWFL_1372.ECW_m0196	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iUMN146_1321.UM146_23805	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECDH1ME8569_1439.ECDH1ME8569_0193	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECP_1309.ECP_0209	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
lcl|NC_013198.1_prot_WP_012807323.1_36	iECOK1_1307.ECOK1_0201	40.2	219	124	3	4	216	2	219	4.8e-38	156.8
